vacc;mspi;dyst;disg_sens;party;sys_jus
1;-0,07841425403715513;2;1,21807105914207914;nonVote;0,2915460610673880
1;-0,88097101338712824;2;1,96563085909042190;nonVote;-1,0357644321272901
1;1,52669926466279104;3;1,88256865909616189;nonVote;-0,0402815622312812
1;-1,05218312204845588;2;1,13500885914781913;ruling party;0,6233736843660577
1;-0,93447479734379313;4;-1,02460834070294915;ruling party;-0,0402815622312812
1;1,01306293867880859;3;-0,94154614070868881;ruling party;-1,0357644321272901
1;-0,34593317382047950;2;-1,02460834070294915;NA;-0,7039368088286204
1;1,18427504734013556;1;2,13175525907894237;NA;-0,7039368088286204
1;-0,18542182195048487;4;-1,43991934067425054;radicals;1,9506841775607355
1;-0,45294074173380922;1;-0,85848394071442846;NA;0,9552013076647274
0;-0,55994830964713893;2;-1,10767054069720938;ruling party;-0,3721091855299509
1;0,09993169248506087;2;1,79950645910190121;nonVote;0,6233736843660577
1;-1,14848993317045256;3;-0,27704854075460639;opposition;1,2870289309633967
1;-0,36733468740314573;2;-0,94154614070868881;nonVote;0,2915460610673880
1;-0,38873620098581124;1;-1,04537389070151399;opposition;-0,3721091855299509
1;-0,07841425403715513;4;1,71644425910764120;NA;0,2915460610673880
1;0,54222963986015704;4;-1,77216814065129191;ruling party;1,9506841775607355
1;-0,72045966151713359;1;-0,36011074074886673;ruling party;0,2915460610673880
0;-1,41600885295377688;2;-0,52623514073738709;opposition;0,2915460610673880
0;1,32338488562746459;3;-0,60929734073164743;radicals;-0,0402815622312812
0;0,11419936820683811;1;0,05520025922243499;NA;-1,0357644321272901
1;-1,16186587915961881;3;0,88582225916503776;NA;-0,3721091855299509
1;-1,36250506899711210;4;1,30113325913633981;opposition;-0,3721091855299509
0;1,52669926466279104;4;0,71969785917651707;radicals;-1,0357644321272901
NA;0,01075871922395325;NA;-1,71283799779824863;nonVote;NA
1;0,99166142509614230;1;0,05520025922243499;nonVote;-1,3675920554259595
1;-0,36376776847270087;4;-0,19398634076034602;NA;0,2915460610673880
1;0,02859331387617462;4;-1,19073274069146984;NA;1,6188565542620663
1;-0,46364149852514236;3;-1,77216814065129191;ruling party;0,9552013076647274
1;0,33891526082483076;4;0,47051125919373638;NA;-1,0357644321272901
0;0,18910466574616924;NA;0,44974570919517137;nonVote;-0,0402815622312812
1;0,16770315216350298;1;0,05520025922243499;opposition;-1,3675920554259595
1;0,80974855964348147;2;1,05194665915355845;NA;0,6233736843660577
1;1,16287353375747005;1;-0,11092414076608569;opposition;-0,0402815622312812
1;-0,39943695777714439;3;-0,85848394071442846;opposition;-0,7039368088286204
1;0,18910466574616924;2;-0,11092414076608569;NA;0,6233736843660577
